slice_id,run_id,operator_id,slice_number,width_mm
slice_01447,run_082,tori,8,4.314
slice_01448,run_082,tori,9,3.713
slice_01449,run_082,tori,10,5.661
slice_01450,run_082,tori,11,2.84
slice_01451,run_082,tori,12,4.172
slice_01452,run_082,tori,13,3.258
slice_01453,run_082,tori,14,3.694
slice_01454,run_082,tori,15,4.129
slice_01455,run_083,tori,1,2.208
slice_01456,run_083,tori,2,4.136
slice_01457,run_083,tori,3,5.39
slice_01458,run_083,tori,4,3.617
slice_01459,run_083,tori,5,4.153
slice_01460,run_083,tori,6,4.729
slice_01461,run_083,tori,7,3.834
slice_01462,run_083,tori,8,3.521
slice_01463,run_083,tori,9,2.245
slice_01464,run_083,tori,10,4.44
slice_01465,run_083,tori,11,3.873
slice_01466,run_083,tori,12,3.196
slice_01467,run_083,tori,13,4.053
slice_01468,run_083,tori,14,3.519
slice_01469,run_083,tori,15,3.56
slice_01470,run_083,tori,16,4.414
slice_01471,run_084,tori,1,2.854
slice_01472,run_084,tori,2,4.818
slice_01473,run_084,tori,3,2.805
slice_01474,run_084,tori,4,3.411
slice_01475,run_084,tori,5,5.539
slice_01476,run_084,tori,6,4.884
slice_01477,run_084,tori,7,4.036
slice_01478,run_084,tori,8,3.182
slice_01479,run_084,tori,9,3.52
slice_01480,run_084,tori,10,4.016
slice_01481,run_084,tori,11,3.987
slice_01482,run_084,tori,12,3.881
slice_01483,run_084,tori,13,3.931
slice_01484,run_084,tori,14,3.78
slice_01485,run_084,tori,15,2.769
slice_01486,run_084,tori,16,3.531
slice_01487,run_084,tori,17,4.709
slice_01488,run_084,tori,18,2.83
slice_01489,run_085,tori,1,3.772
slice_01490,run_085,tori,2,3.235
slice_01491,run_085,tori,3,4.029
slice_01492,run_085,tori,4,3.602
slice_01493,run_085,tori,5,5.193
slice_01494,run_085,tori,6,4.366
slice_01495,run_085,tori,7,2.815
slice_01496,run_085,tori,8,4.506
slice_01497,run_085,tori,9,3.273
slice_01498,run_085,tori,10,3.442
slice_01499,run_085,tori,11,4.201
slice_01500,run_085,tori,12,3.514
slice_01501,run_085,tori,13,4.695
slice_01502,run_085,tori,14,3.273
slice_01503,run_085,tori,15,3.406
slice_01504,run_086,tori,1,3.435
slice_01505,run_086,tori,2,3.51
slice_01506,run_086,tori,3,4.881
slice_01507,run_086,tori,4,4.494
slice_01508,run_086,tori,5,5.384
slice_01509,run_086,tori,6,5.844
slice_01510,run_086,tori,7,3.127
slice_01511,run_086,tori,8,4.034
slice_01512,run_086,tori,9,3.007
slice_01513,run_086,tori,10,3.335
slice_01514,run_086,tori,11,3.457
slice_01515,run_086,tori,12,3.105
slice_01516,run_086,tori,13,3.109
slice_01517,run_086,tori,14,3.857
slice_01518,run_086,tori,15,2.973
slice_01519,run_086,tori,16,4.67
slice_01520,run_086,tori,17,3.22
slice_01521,run_086,tori,18,6.29
slice_01522,run_086,tori,19,3.604
slice_01523,run_087,tori,1,4.096
slice_01524,run_087,tori,2,2.787
slice_01525,run_087,tori,3,5.66
slice_01526,run_087,tori,4,5.098
slice_01527,run_087,tori,5,4.311
slice_01528,run_087,tori,6,2.738
slice_01529,run_087,tori,7,4.229
slice_01530,run_087,tori,8,2.954
slice_01531,run_087,tori,9,5.426
slice_01532,run_087,tori,10,4.801
slice_01533,run_087,tori,11,4.118
slice_01534,run_087,tori,12,1.695
slice_01535,run_087,tori,13,3.086
slice_01536,run_087,tori,14,4.685
slice_01537,run_087,tori,15,5.188
slice_01538,run_088,tori,1,4.873
slice_01539,run_088,tori,2,2.728
slice_01540,run_088,tori,3,4.232
slice_01541,run_088,tori,4,4.799
slice_01542,run_088,tori,5,2.675
slice_01543,run_088,tori,6,3.986
slice_01544,run_088,tori,7,4.21
slice_01545,run_088,tori,8,3.753
slice_01546,run_088,tori,9,2.521
slice_01547,run_088,tori,10,3.734
slice_01548,run_088,tori,11,3.732
slice_01549,run_088,tori,12,3.875
slice_01550,run_088,tori,13,3.545
slice_01551,run_088,tori,14,3.64
slice_01552,run_088,tori,15,3.961
slice_01553,run_088,tori,16,4.344
slice_01554,run_088,tori,17,3.75
slice_01555,run_089,tori,1,3.658
slice_01556,run_089,tori,2,4.092
slice_01557,run_089,tori,3,2.352
slice_01558,run_089,tori,4,4.424
slice_01559,run_089,tori,5,4.012
slice_01560,run_089,tori,6,4.046
slice_01561,run_089,tori,7,4.842
slice_01562,run_089,tori,8,2.325
slice_01563,run_089,tori,9,2.306
slice_01564,run_089,tori,10,4.249
slice_01565,run_089,tori,11,4.006
slice_01566,run_089,tori,12,4.159
slice_01567,run_089,tori,13,3.613
slice_01568,run_089,tori,14,4.586
slice_01569,run_089,tori,15,4.818
slice_01570,run_089,tori,16,4.43
slice_01571,run_089,tori,17,3.787
slice_01572,run_090,tori,1,2.139
slice_01573,run_090,tori,2,4.605
slice_01574,run_090,tori,3,4.993
slice_01575,run_090,tori,4,4.498
slice_01576,run_090,tori,5,3.192
slice_01577,run_090,tori,6,4.523
slice_01578,run_090,tori,7,4.683
slice_01579,run_090,tori,8,5.282
slice_01580,run_090,tori,9,3.195
slice_01581,run_090,tori,10,3.752
slice_01582,run_090,tori,11,4.586
slice_01583,run_090,tori,12,3.995
slice_01584,run_090,tori,13,2.988
slice_01585,run_090,tori,14,4.301
slice_01586,run_090,tori,15,4.442
slice_01587,run_091,tori,1,4.214
slice_01588,run_091,tori,2,4.345
slice_01589,run_091,tori,3,3.867
slice_01590,run_091,tori,4,5.604
slice_01591,run_091,tori,5,3.225
slice_01592,run_091,tori,6,3.538
slice_01593,run_091,tori,7,4.137
slice_01594,run_091,tori,8,5.005
slice_01595,run_091,tori,9,2.628
slice_01596,run_091,tori,10,2.815
slice_01597,run_091,tori,11,2.088
slice_01598,run_091,tori,12,4.159
slice_01599,run_091,tori,13,3.007
slice_01600,run_091,tori,14,3.741
slice_01601,run_091,tori,15,4.787
slice_01602,run_091,tori,16,3.484
slice_01603,run_091,tori,17,4.357
slice_01604,run_091,tori,18,3.826
slice_01605,run_091,tori,19,4.798
slice_01606,run_092,tori,1,4.35
slice_01607,run_092,tori,2,3.385
slice_01608,run_092,tori,3,3.818
slice_01609,run_092,tori,4,4.821
slice_01610,run_092,tori,5,4.283
slice_01611,run_092,tori,6,2.802
slice_01612,run_092,tori,7,4.5
slice_01613,run_092,tori,8,3.06
slice_01614,run_092,tori,9,5.125
slice_01615,run_092,tori,10,4.804
slice_01616,run_092,tori,11,4.197
slice_01617,run_092,tori,12,4.087
slice_01618,run_092,tori,13,3.784
slice_01619,run_092,tori,14,4.518
slice_01620,run_092,tori,15,3.651
slice_01621,run_092,tori,16,4.152
slice_01622,run_092,tori,17,4.678
slice_01623,run_093,tori,1,3.479
slice_01624,run_093,tori,2,3.431
slice_01625,run_093,tori,3,2.925
slice_01626,run_093,tori,4,3.039
slice_01627,run_093,tori,5,2.37
slice_01628,run_093,tori,6,4.609
slice_01629,run_093,tori,7,5.554
slice_01630,run_093,tori,8,5.218
slice_01631,run_093,tori,9,2.547
slice_01632,run_093,tori,10,4.605
slice_01633,run_093,tori,11,5.215
slice_01634,run_093,tori,12,3.571
slice_01635,run_093,tori,13,4.059
slice_01636,run_093,tori,14,2.213
slice_01637,run_093,tori,15,4.204
slice_01638,run_093,tori,16,3.04
slice_01639,run_093,tori,17,4.145
slice_01640,run_094,tori,1,2.824
slice_01641,run_094,tori,2,4.49
slice_01642,run_094,tori,3,4.871
slice_01643,run_094,tori,4,3.44
slice_01644,run_094,tori,5,3.16
slice_01645,run_094,tori,6,2.353
slice_01646,run_094,tori,7,3.849
slice_01647,run_094,tori,8,3.6
slice_01648,run_094,tori,9,2.832
slice_01649,run_094,tori,10,4.419
slice_01650,run_094,tori,11,3.704
slice_01651,run_094,tori,12,3.209
slice_01652,run_094,tori,13,3.621
slice_01653,run_094,tori,14,4.908
slice_01654,run_094,tori,15,4.538
slice_01655,run_094,tori,16,3.957
slice_01656,run_094,tori,17,4.55
slice_01657,run_095,tori,1,2.921
slice_01658,run_095,tori,2,3.92
slice_01659,run_095,tori,3,4.016
slice_01660,run_095,tori,4,3.499
slice_01661,run_095,tori,5,4.257
slice_01662,run_095,tori,6,3.239
slice_01663,run_095,tori,7,4.319
slice_01664,run_095,tori,8,4.355
slice_01665,run_095,tori,9,1.451
slice_01666,run_095,tori,10,4.889
slice_01667,run_095,tori,11,1.342
slice_01668,run_095,tori,12,3.377
slice_01669,run_095,tori,13,4.751
slice_01670,run_095,tori,14,3.627
slice_01671,run_095,tori,15,2.665
slice_01672,run_095,tori,16,2.977
slice_01673,run_096,tori,1,4.776
slice_01674,run_096,tori,2,2.395
slice_01675,run_096,tori,3,4.859
slice_01676,run_096,tori,4,3.902
slice_01677,run_096,tori,5,2.984
slice_01678,run_096,tori,6,3.476
slice_01679,run_096,tori,7,3.125
slice_01680,run_096,tori,8,4.646
slice_01681,run_096,tori,9,4.538
slice_01682,run_096,tori,10,2.558
slice_01683,run_096,tori,11,3.621
slice_01684,run_096,tori,12,3.25
slice_01685,run_096,tori,13,4.992
slice_01686,run_096,tori,14,2.856
slice_01687,run_096,tori,15,5.243
slice_01688,run_096,tori,16,3.92
slice_01689,run_096,tori,17,3.008
slice_01690,run_096,tori,18,3.4
slice_01691,run_096,tori,19,3.299
slice_01692,run_097,tori,1,2.982
slice_01693,run_097,tori,2,4.136
slice_01694,run_097,tori,3,3.022
slice_01695,run_097,tori,4,2.219
slice_01696,run_097,tori,5,3.736
slice_01697,run_097,tori,6,2.537
slice_01698,run_097,tori,7,3.423
slice_01699,run_097,tori,8,3.29
slice_01700,run_097,tori,9,3.322
slice_01701,run_097,tori,10,5.742
slice_01702,run_097,tori,11,4.104
slice_01703,run_097,tori,12,4.263
slice_01704,run_097,tori,13,2.56
slice_01705,run_097,tori,14,3.505
slice_01706,run_097,tori,15,4.238
slice_01707,run_098,tori,1,3.162
slice_01708,run_098,tori,2,4.577
slice_01709,run_098,tori,3,3.031
slice_01710,run_098,tori,4,3.702
slice_01711,run_098,tori,5,3.483
slice_01712,run_098,tori,6,4.033
slice_01713,run_098,tori,7,3.443
slice_01714,run_098,tori,8,3.714
slice_01715,run_098,tori,9,3.739
slice_01716,run_098,tori,10,3.374
slice_01717,run_098,tori,11,4.268
slice_01718,run_098,tori,12,4.087
slice_01719,run_098,tori,13,3.847
slice_01720,run_098,tori,14,3.597
slice_01721,run_098,tori,15,4.496
slice_01722,run_098,tori,16,3.739
slice_01723,run_098,tori,17,3.687
slice_01724,run_099,tori,1,4.015
slice_01725,run_099,tori,2,5.229
slice_01726,run_099,tori,3,2.914
slice_01727,run_099,tori,4,4.522
slice_01728,run_099,tori,5,2.493
slice_01729,run_099,tori,6,4.101
slice_01730,run_099,tori,7,5.136
slice_01731,run_099,tori,8,4.308
slice_01732,run_099,tori,9,4.066
slice_01733,run_099,tori,10,3.508
slice_01734,run_099,tori,11,3.959
slice_01735,run_099,tori,12,3.743
slice_01736,run_099,tori,13,3.337
slice_01737,run_099,tori,14,3.715
slice_01738,run_099,tori,15,4.087
slice_01739,run_099,tori,16,3.351
slice_01740,run_099,tori,17,3.321
slice_01741,run_099,tori,18,2.899
slice_01742,run_100,tori,1,4.515
slice_01743,run_100,tori,2,4.682
slice_01744,run_100,tori,3,4.343
slice_01745,run_100,tori,4,5.137
slice_01746,run_100,tori,5,4.187
slice_01747,run_100,tori,6,4.516
slice_01748,run_100,tori,7,4.421
slice_01749,run_100,tori,8,3.993
slice_01750,run_100,tori,9,3.517
slice_01751,run_100,tori,10,6.488
slice_01752,run_100,tori,11,3.603
slice_01753,run_100,tori,12,3.371
slice_01754,run_100,tori,13,4.562
slice_01755,run_100,tori,14,4.364
slice_01756,run_100,tori,15,2.571
slice_01757,run_100,tori,16,5.307
